Date,oil_price,change_oil_price,gdp,change_gdp,interest_rate,change_interest_rate,cpi,change_cpi_rate,unemployment_rate,change_unemployment_rate,stock,stock_price,monthly_return,volatility,industry
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,NKE,16.887500762939453,-0.066731064,0.052600129,Consumer Discretionary & Consumer Staples
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,PG,59.97999954223633,-0.018169923,4.857089841211357e-4,Consumer Discretionary & Consumer Staples
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,SHW,23.06333351135254,-0.097089896,0.12816615072303347,Industrials & Energy
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,TRV,49.25,-0.004447164,0.027723066,Financials & Insurance
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,UNH,28.399999618530273,-0.023047818,0.024900058,Healthcare
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,CRM,21.454999923706055,-0.008205236,0.086227977,Technology & Communication Services
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,NVDA,0.2552500069141388,-0.222983242,0.062961486,Technology & Communication Services
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,VZ,26.27964973449707,0.018168607,0.045191582,Technology & Communication Services
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,V,17.6875,-0.023599215,0.10461702343270309,Financials & Insurance
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,WMT,16.023332595825195,-0.049248416,0.011210843,Consumer Discretionary & Consumer Staples
06-2010,70.77,-0.197433366,14980.193,1.460133387,0.18,-14.28571429,217.199,-0.041879516,9.4,-2.083333333,DIS,31.5,-0.057450577,0.077352573,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,AMZN,5.894499778747559,0.0789859,0.10963946096514925,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,AXP,44.63999938964844,0.1244332123872538,0.12997672336794291,Financials & Insurance
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,AMGN,54.529998779296875,0.036692022,0.071636783,Healthcare
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,AAPL,9.1875,0.022740816,0.023912276,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,BA,68.13999938964844,0.085896405,0.10001399273518805,Industrials & Energy
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,CAT,69.75,0.16114533634681938,0.13618698986949884,Industrials & Energy
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,CSCO,23.06999969482422,0.082590346,0.11514709369176342,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,CVX,76.20999908447266,0.12304742704124538,0.12149906683375672,Industrials & Energy
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,GS,150.82000732421875,0.14892970530556449,0.12127362599289689,Financials & Insurance
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,HD,28.510000228881836,0.015675117,0.095983775,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,HON,40.861419677734375,0.098129641,0.11063113344253778,Industrials & Energy
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,IBM,122.75334930419922,0.039844537,0.036237509,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,JNJ,58.09000015258789,-0.016423996,0.054908725,Healthcare
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,KO,27.55500030517578,0.099561089,0.07604016,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,JPM,40.279998779296875,0.10024578278503538,0.099903571,Financials & Insurance
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,MCD,69.73000336,0.05860028,0.056601463,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,MMM,71.52173614501953,0.082921839,0.094334691,Industrials & Energy
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,MRK,32.88167953491211,-0.01458392,0.039143178,Healthcare
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,MSFT,25.809999465942383,0.1216861890138543,0.14815791428931926,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,NKE,18.40999984741211,0.090155382,0.085340429,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,PG,61.15999984741211,0.01967323,0.021577997,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,SHW,23.049999237060547,-5.78E-04,0.051346475,Industrials & Energy
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,TRV,50.45000076293945,0.024365498,0.024811549,Financials & Insurance
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,UNH,30.450000762939453,0.07218314,0.060797758,Healthcare
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,CRM,24.737499237060547,0.15299460848413204,0.088081416,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,NVDA,0.22975000739097595,-0.099902052,0.061553082,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,VZ,29.059999465942383,0.10579858405782216,0.077030104,Technology & Communication Services
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,V,18.337499618530273,0.036749095,0.1213126185547108,Financials & Insurance
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,WMT,17.06333351135254,0.064905406494421225,0.068387782,Consumer Discretionary & Consumer Staples
07-2010,71.37,0.847816872,15141.607,1.077516158,0.18,12.499999999999991,217.605,0.186925354,9.4,0,DIS,33.689998626708984,0.069523766,0.085376116,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,AMZN,6.241499900817871,0.05886846,0.11478694289570082,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,AXP,39.869998931884766,-0.10685485,0.11588932452742086,Financials & Insurance
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,AMGN,51.040000915527344,-0.064001429,0.053147886,Healthcare
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,AAPL,8.682143211364746,-0.055004821,0.038967207,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,BA,61.130001068115234,-0.102876407,0.094721654,Industrials & Energy
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,CAT,65.160003662109375,-0.065806399,0.11848254347588538,Industrials & Energy
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,CSCO,19.989999771118164,-0.133506717,0.11252420999210548,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,CVX,74.08000183105469,-0.027949052,0.10601464878498378,Industrials & Energy
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,GS,136.92999267578125,-0.092096632,0.13856835817002391,Financials & Insurance
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,HD,27.81999969482422,-0.024202053,0.098307561,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,HON,37.23861312866211,-0.08866081,0.10749410485287736,Industrials & Energy
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,IBM,117.71510314941406,-0.041043655,0.041200449,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,JNJ,57.02000045776367,-0.018419688,0.017613165,Healthcare
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,KO,27.940000534057617,0.013972064,0.063676248,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,JPM,36.36000061035156,-0.097318726,0.10820701423623263,Financials & Insurance
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,MCD,73.05999755859375,0.047755543,0.039708171,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,MMM,65.67726135253906,-0.081716064,0.082362486,Industrials & Energy
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,MRK,33.549617767333984,0.020313386,0.026754412,Healthcare
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,MSFT,23.469999313354492,-0.090662542,0.12794352572860537,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,NKE,17.5,-0.04942965,0.086020033,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,PG,59.66999816894531,-0.024362356,0.023838286,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,SHW,23.459999084472656,0.017787413,0.061709812,Industrials & Energy
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,TRV,48.99000168,-0.028939526,0.026681675,Financials & Insurance
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,UNH,31.719999313354492,0.041707669,0.048632916,Healthcare
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,CRM,27.469999313354492,0.1104598346869372,0.0835424,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,NVDA,0.23325000703334808,0.015233948,0.11913067590032862,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,VZ,29.530000686645508,0.016173477,0.051178859,Technology & Communication Services
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,V,17.24500084,-0.059577303,0.048674285,Financials & Insurance
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,WMT,16.713333129882812,-0.020511841,0.05937591,Consumer Discretionary & Consumer Staples
08-2010,72.07,0.980804259,15141.607,1.077516158,0.19,18.75,217.923,0.146136348,9.5,1.063829787,DIS,32.540000915527344,-0.034134692,0.067590914,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,AMZN,7.853000164031982,0.25819118622479587,0.109733613,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,AXP,42.029998779296875,0.05417607,0.11857570813857052,Financials & Insurance
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,AMGN,55.11000061035156,0.079741372,0.073772636,Healthcare
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,AAPL,10.133929252624512,0.16721516864170227,0.11276742009776657,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,BA,66.54000091552734,0.088499914,0.10974732274367804,Industrials & Energy
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,CAT,78.68000030517578,0.2074891940334298,0.1462562389571244,Industrials & Energy
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,CSCO,21.899999618530273,0.095547767,0.1286673957183389,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,CVX,81.05000305175781,0.094087487,0.080136895,Industrials & Energy
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,GS,144.5800018310547,0.055868032,0.12155088901921791,Financials & Insurance
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,HD,31.68000030517578,0.13874912482726232,0.084941633,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,HON,41.891056060791016,0.12493598824570552,0.11635638114091204,Industrials & Energy
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,IBM,128.2409210205078,0.089417735,0.065854101,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,JNJ,61.959999084472656,0.086636243,0.06008625,Healthcare
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,KO,29.260000228881836,0.047244083,0.04314622,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,JPM,38.060001373291016,0.046754696,0.10218462248860456,Financials & Insurance
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,MCD,74.51000213623047,0.019846765,0.019993095,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,MMM,72.5,0.10388281281763856,0.101646401,Industrials & Energy
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,MRK,35.124046325683594,0.046928361,0.030848932,Healthcare
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,MSFT,24.489999771118164,0.043459757,0.10739347362151844,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,NKE,20.03499984741211,0.14485713413783485,0.1001861744468054,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,PG,59.970001220703125,0.005027703,0.022425431,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,SHW,25.046667098999023,0.06763291,0.035295462,Industrials & Energy
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,TRV,52.099998474121094,0.063482276,0.046392056,Financials & Insurance
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,UNH,35.11000061035156,0.10687267876357875,0.032605207,Healthcare
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,CRM,27.950000762939453,0.017473661,0.069307963,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,NVDA,0.2919999957084656,0.2518756137345708,0.17935212237814352,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,VZ,32.59000015258789,0.1036234133013827,0.051128731,Technology & Communication Services
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,V,18.565000534057617,0.076543904,0.069989743,Financials & Insurance
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,WMT,17.84000015258789,0.067411271,0.050054735,Consumer Discretionary & Consumer Staples
09-2010,71.23,-1.165533509,15141.607,1.077516158,0.19,26.66666666666667,218.275,0.161524942,9.5,0,DIS,33.099998474121094,0.017209513,0.051829985,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,AMZN,8.261500358581543,0.052018361,0.11710658052992472,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,AXP,41.459999084472656,-0.013561735,0.080852719,Financials & Insurance
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,AMGN,57.189998626708984,0.03774266,0.073911822,Healthcare
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,AAPL,10.749285697937012,0.060722394,0.11114196838822173,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,BA,70.63999938964844,0.061617049,0.10360637193498368,Industrials & Energy
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,CAT,78.59999847,-0.0010168,0.14280693433014835,Industrials & Energy
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,CSCO,22.86000061035156,0.043835662,0.1201321621290232,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,CVX,82.59999847,0.01912394,0.061547159,Industrials & Energy
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,GS,161.1300048828125,0.11446951751388768,0.10645597653865815,Financials & Insurance
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,HD,30.899999618530273,-0.024621234,0.094201147,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,HON,44.913238525390625,0.07214386,0.11125701663542913,Industrials & Energy
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,IBM,137.28489685058594,0.070523322,0.070503385,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,JNJ,63.74000168,0.028728254,0.052619724,Healthcare
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,KO,30.65999984741211,0.047846876540635457,0.019385964,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,JPM,37.630001068115234,-0.011297958,0.072487739,Financials & Insurance
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,MCD,77.76999664,0.043752441,0.01509087,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,MMM,70.418060302734375,-0.02871641,0.095602005,Industrials & Energy
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,MRK,34.64694595336914,-0.013583298,0.030328762,Healthcare
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,MSFT,26.670000076293945,0.089015938,0.093406382,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,NKE,20.36000061035156,0.01622165,0.098830271,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,PG,63.56999969482422,0.060029988,0.042839029,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,SHW,24.323333740234375,-0.028879426,0.048264891,Industrials & Energy
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,TRV,55.20000076293945,0.059501005,0.052248393,Financials & Insurance
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,UNH,36.04999923706055,0.02677296,0.042593992,Healthcare
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,CRM,29.017499923706055,0.038193171,0.048816318,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,NVDA,0.3005000054836273,0.029109623,0.13280091554635598,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,VZ,32.47999954223633,-0.003375287,0.056977141,Technology & Communication Services
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,V,19.540000915527344,0.052518198,0.072653997,Financials & Insurance
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,WMT,18.05666732788086,0.012145021,0.044443414,Consumer Discretionary & Consumer Staples
10-2010,76.02,6.724694651,15309.474,1.108647187,0.19,58.333333333333336,219.035,0.348184629,9.4,-1.052631579,DIS,36.130001068115234,0.091540868,0.063187188,Consumer Discretionary & Consumer Staples
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,AMZN,8.770000457763672,0.061550575,0.11637985724110858,Technology & Communication Services
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,AXP,43.220001220703125,0.042450607,0.036201471,Financials & Insurance
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,AMGN,52.689998626708984,-0.078685087,0.082075427,Healthcare
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,AAPL,11.112500190734863,0.03378964,0.070555482,Technology & Communication Services
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,BA,63.77000045776367,-0.097253666,0.10038840007836113,Industrials & Energy
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,CAT,84.59999847,0.076335879,0.10540349342134418,Industrials & Energy
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,CSCO,19.15999984741211,-0.161854797,0.13616092638166086,Technology & Communication Services
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,CVX,80.970001220703125,-0.019733623,0.057857136,Industrials & Energy
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,GS,156.13999938964844,-0.030968816,0.073174542,Financials & Insurance
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,HD,30.209999084472656,-0.022330115,0.093667537,Consumer Discretionary & Consumer Staples
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,HON,47.391998291015625,0.055189958,0.036375249,Industrials & Energy
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,IBM,135.23899841308594,-0.014902575,0.055583735,Technology & Communication Services
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,JNJ,61.54999923706055,-0.034358368,0.060515774,Healthcare
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,KO,31.584999084472656,0.030169577,0.010036508,Consumer Discretionary & Consumer Staples
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,JPM,37.400001525878906,-0.006112132,0.03212451,Financials & Insurance
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,MCD,78.30000305175781,0.00681505,0.018733561,Consumer Discretionary & Consumer Staples
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,MMM,70.21739196777344,-0.002849671,0.070289242,Industrials & Energy
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,MRK,32.89122009277344,-0.050674765,0.04926765,Healthcare
11-2010,79.2,4.183109708,15309.474,1.108647187,0.19,58.333333333333336,219.59,0.253384162,9.8,4.255319149,MSFT,25.260000228881836,-0.052868386,0.072440364,Technology & Communication Services
