Date,oil_price,change_oil_price,gdp,change_gdp,interest_rate,change_interest_rate,cpi,change_cpi_rate,unemployment_rate,change_unemployment_rate,stock,stock_price,monthly_return,volatility,industry
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,CVX,9.5625,-0.022364217,0.044502949,Industrials & Energy
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,HD,0.2414270043373108,0,0.033692982,Consumer Discretionary & Consumer Staples
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,HON,11.023335456848145,0.054131126,0.04280545,Industrials & Energy
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,IBM,33.40105056762695,0.076034591,0.050396272,Technology & Communication Services
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,JNJ,3.117187976837158,0.061170375,0.064073332,Healthcare
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,KO,1.734375,0.1623032935007167,0.097193652,Consumer Discretionary & Consumer Staples
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,JPM,13.833333015441896,0.067524117,0.16625334834695035,Financials & Insurance
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,MCD,4.152778148651123,0.11985038327423991,0.061032960792001253,Consumer Discretionary & Consumer Staples
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,MMM,8.818456649780273,0.085208906,0.046828954,Industrials & Energy
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,MRK,3.4457170963287354,0.11588003543666336,0.087452329,Healthcare
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,NKE,0.2070309966802597,-0.018522077,0.045258581,Consumer Discretionary & Consumer Staples
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,PG,4.195312976837158,0.059171591,0.071976159,Consumer Discretionary & Consumer Staples
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,SHW,1.7291669845581057,0.092105683,0.069552266,Industrials & Energy
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,TRV,19.3125,0.052810903,0.072980262,Financials & Insurance
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,UNH,0.3125,0.038961863,0.2534976859427519,Healthcare
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,VZ,11.18532657623291,0.094910616,0.078592441,Technology & Communication Services
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,WMT,0.6171879768371582,0.11792603571249673,0.1104796493559092,Consumer Discretionary & Consumer Staples
11-1985,24.27,0.705394191,4444.094,1.306678052,8.05,-14.63414634,109,0.460829493,7,-1.408450704,DIS,2.034656047821045,0.076086653,0.086087052,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,AXP,6.823328018188477,0.084399023,0.011116523,Financials & Insurance
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,AMGN,0.28125,0.21348223585754011,0.12747691022951554,Healthcare
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,AAPL,0.098214,0.093161445,0.055596414,Technology & Communication Services
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,BA,11.61111068725586,0.063613162,0.032653519,Industrials & Energy
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,CAT,5.25,0.053291536,0.060136039,Industrials & Energy
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,CVX,9.53125,-0.003267974,0.041666756,Industrials & Energy
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,HD,0.2743479907512665,0.1363600004246417,0.082162666,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,HON,11.142505645751951,0.01081072,0.033269364,Industrials & Energy
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,IBM,37.16539383,0.112701343,0.032239164,Technology & Communication Services
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,JNJ,3.289062976837158,0.055137836,0.003071098,Healthcare
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,KO,1.7604169845581057,0.015015198,0.081826563,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,JPM,15.125,0.093373519,0.047961668,Financials & Insurance
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,MCD,4.493055820465088,0.081939766,0.045683615,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,MMM,9.380226135253906,0.063703833,0.031580062,Industrials & Energy
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,MRK,3.6312549114227295,0.053845922,0.031416593,Healthcare
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,NKE,0.22070300579071045,0.066038464,0.043090832,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,PG,4.359375,0.039106027,0.044465059,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,SHW,1.84375,0.066264864,0.015966787,Industrials & Energy
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,TRV,19.96875,0.033980583,0.024741864,Financials & Insurance
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,UNH,0.3203130066394806,0.025001621,0.12141558896950597,Healthcare
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,VZ,11.972233772277832,0.070351741,0.01936928,Technology & Communication Services
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,WMT,0.6640629768371582,0.075949308,0.02229176,Consumer Discretionary & Consumer Staples
12-1985,24.51,0.988875155,4444.094,1.306678052,8.27,-1.312649165,109.5,0.458715596,7,0,DIS,2.3198161125183105,0.14015148408137557,0.032684128,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,AXP,7.241740226745605,0.06132084,0.011564072,Financials & Insurance
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,AMGN,0.29427099227905273,0.046296861,0.092941626,Healthcare
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,AAPL,0.10323700308799744,0.051143448,0.021560421,Technology & Communication Services
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,BA,10.722222328186035,-0.076554981,0.083092417,Industrials & Energy
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,CAT,5.71875,0.089285714,0.03497891,Industrials & Energy
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,CVX,9.125,-0.042622951,0.01968035,Industrials & Energy
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,HD,0.2743479907512665,0,0.078727483,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,HON,11.202092170715332,0.005347677,0.026728035,Industrials & Energy
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,IBM,36.20936965942383,-0.025723504,0.071717733,Technology & Communication Services
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,JNJ,3.359375,0.021377524,0.021446139,Healthcare
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,KO,1.7473959922790527,-0.007396539,0.092190113,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,JPM,14.75,-0.024793388,0.062121026,Financials & Insurance
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,MCD,4.4375,-0.012364819,0.068082584,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,MMM,9.497804641723633,0.01253472,0.037332478,Industrials & Energy
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,MRK,3.6478209495544434,0.00456207,0.055780550379459073,Healthcare
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,NKE,0.26367199420928955,0.1946914509144746,0.1073639328525487,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,PG,4.117187976837158,-0.055555446,0.061272226,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,SHW,1.9322919845581057,0.048022771,0.022150339,Industrials & Energy
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,TRV,22.4375,0.12363067292644758,0.047270779,Financials & Insurance
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,UNH,0.3984380066394806,0.24390205324359937,0.1225511928698918,Healthcare
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,VZ,12.36568832397461,0.032863922,0.031247046,Technology & Communication Services
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,WMT,0.6692709922790527,0.007842653,0.055556148,Consumer Discretionary & Consumer Staples
01-1986,23.12,-5.671154631,4507.894,1.435613198,8.14,-2.51497006,109.9,0.365296804,6.7,-4.285714286,DIS,2.430284023284912,0.047619253,0.047393581,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,AXP,8.464789390563965,0.16888884791825665,0.056630394,Financials & Insurance
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,AMGN,0.3125,0.061946329,0.092339037,Healthcare
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,AAPL,0.11160700023174286,0.081075553,0.021631427,Technology & Communication Services
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,BA,11.86111068725586,0.10621756611742428,0.095627792,Industrials & Energy
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,CAT,6.34375,0.1092896174863387,0.028376992,Industrials & Energy
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,CVX,9.1875,0.006849315,0.026136433,Industrials & Energy
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,HD,0.31824401021003723,0.1600012427230364,0.086364881,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,HON,12.215046882629396,0.090425493,0.047621059,Industrials & Energy
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,IBM,36.05998992919922,-0.004125444,0.074471933,Technology & Communication Services
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,JNJ,3.109375,-0.074418605,0.067208046,Healthcare
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,KO,2.0052080154418945,0.14754069730158226,0.083736532,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,JPM,16,0.084745763,0.065874479,Financials & Insurance
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,MCD,4.965278148651123,0.11893592082278824,0.067702726,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,MMM,10.320860862731934,0.086657523,0.037945882,Industrials & Energy
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,MRK,3.9923930168151855,0.094459699,0.045018442,Healthcare
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,NKE,0.25585898756980896,-0.029631538,0.11256490236463872,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,PG,4.3125,0.047438209,0.057210012,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,SHW,2.2604169845581055,0.1698112928181703,0.065684956,Industrials & Energy
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,TRV,23.0625,0.027855153,0.053615312,Financials & Insurance
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,UNH,0.4335939884185791,0.088234509,0.11265595235138964,Healthcare
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,VZ,12.89966106414795,0.043181805,0.01936492,Technology & Communication Services
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,WMT,0.7083330154418945,0.058365032,0.035355891,Consumer Discretionary & Consumer Staples
02-1986,17.65,-23.65916955,4507.894,1.435613198,7.86,-7.529411765,109.7,-0.181983621,7.2,7.462686567,DIS,2.861877918243408,0.1775898992970908,0.066903186,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,AXP,8.851015090942383,0.045627325,0.067095163,Financials & Insurance
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,AMGN,0.38541701436042786,0.23333444595336905,0.1037640355731574,Healthcare
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,AAPL,0.12611599266529083,0.13000073833559922,0.039808033,Technology & Communication Services
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,BA,12.666666984558104,0.067915756,0.096388646,Industrials & Energy
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,CAT,6.578125,0.036945813,0.037356944,Industrials & Energy
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,CVX,9.125,-0.006802721,0.025550512,Industrials & Energy
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,HD,0.3539089858531952,0.11206801856103898,0.082114993,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,HON,12.274633407592772,0.004878125,0.049255808,Industrials & Energy
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,IBM,36.20936965942383,0.004142534,0.015420851,Technology & Communication Services
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,JNJ,3.585937976837158,0.15326648501295548,0.11431833940607246,Healthcare
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,KO,2.1927080154418945,0.093506508,0.078641238,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,JPM,18.208332061767575,0.13802075386047363,0.083011541,Financials & Insurance
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,MCD,5.3541669845581055,0.078321662,0.067222814,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,MMM,11.000208854675291,0.065822803,0.038227161,Industrials & Energy
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,MRK,4.618586063,0.15684654389796315,0.076555278,Healthcare
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,MSFT,0.095486,NA,NA,Technology & Communication Services
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,NKE,0.28320300579071045,0.10687143914942963,0.11303850404715116,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,PG,4.601562976837158,0.067029096,0.065851431,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,SHW,2.375,0.050691096,0.069557153,Industrials & Energy
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,TRV,25.625,0.11111111111111116,0.052059652,Financials & Insurance
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,UNH,0.46875,0.081080487,0.092009444,Healthcare
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,VZ,13.967606544494627,0.082788647,0.026355388,Technology & Communication Services
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,WMT,0.8203129768371582,0.15808942821252625,0.076454299,Consumer Discretionary & Consumer Staples
03-1986,12.62,-28.49858357,4507.894,1.435613198,7.48,-12.82051282,109.1,-0.546946217,7.2,0,DIS,3.082813024520874,0.077199347,0.068124413,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,AXP,7.740614891052246,-0.12545456,0.14781771196603868,Financials & Insurance
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,AMGN,0.42708298563957214,0.10810620633416002,0.088681765,Healthcare
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,AAPL,0.13504500687122345,0.070800015,0.031633279,Technology & Communication Services
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,BA,12.5,-0.01315792,0.060951451,Industrials & Energy
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,CAT,6.625,0.007125891,0.052536148,Industrials & Energy
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,CVX,9.625,0.054794521,0.032350531,Industrials & Energy
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,HD,0.3731139898300171,0.054265375,0.052944646,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,HON,12.36401081085205,0.007281472,0.048711834,Industrials & Energy
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,IBM,37.34464645385742,0.031353122,0.018562975,Technology & Communication Services
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,JNJ,4.117187976837158,0.14814812844826974,0.13000169762470726,Healthcare
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,KO,2.3229169845581055,0.059382721,0.044452137,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,JPM,17.75,-0.025171557,0.083218359,Financials & Insurance
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,MCD,5.527778148651123,0.03242543,0.043282112,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,MMM,10.947952270507812,-0.004750508,0.047906343,Industrials & Energy
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,MRK,4.598707199,-0.004304102,0.08125673,Healthcare
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,MSFT,0.11197900027036668,0.1727268925181613,NA,Technology & Communication Services
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,NKE,0.25195300579071045,-0.110344874,0.10979574374338832,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,PG,4.59375,-0.001697896,0.035406118,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,SHW,2.34375,-0.013157895,0.092865529,Industrials & Energy
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,TRV,23.9375,-0.065853659,0.088533822,Financials & Insurance
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,UNH,0.4414060115814209,-0.058333842,0.082633545,Healthcare
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,VZ,14.332956314086914,0.026156935,0.029056551,Technology & Communication Services
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,WMT,0.84375,0.028570831,0.067832781,Consumer Discretionary & Consumer Staples
04-1986,10.68,-15.37242472,4545.34,0.830676143,6.99,-15.47762999,108.7,-0.366636114,7.1,-1.388888889,DIS,3.689099073410034,0.1966665003899768,0.06418019,Consumer Discretionary & Consumer Staples
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,AXP,8.046378135681152,0.039501157,0.097054048,Financials & Insurance
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,AMGN,0.5364580154418945,0.25609783924903806,0.079688777,Healthcare
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,AAPL,0.16517899930477142,0.22314036728720543,0.076797677,Technology & Communication Services
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,BA,12.944443702697754,0.035555496,0.040810791,Industrials & Energy
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,CAT,6.78125,0.023584906,0.01493676,Industrials & Energy
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,CVX,10,0.038961039,0.031987605,Industrials & Energy
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,HD,0.4526750147342682,0.21323516960727584,0.080464623,Consumer Discretionary & Consumer Staples
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,HON,10.784993171691896,-0.127710794,0.077253381,Industrials & Energy
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,IBM,36.41849899291992,-0.024800006,0.028081015,Technology & Communication Services
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,JNJ,4.273437976837158,0.03795066,0.065150364,Healthcare
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,KO,2.4166669845581055,0.040358739,0.026929012,Consumer Discretionary & Consumer Staples
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,JPM,17.791667938232422,0.002347489,0.087365385,Financials & Insurance
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,MCD,5.701388835906982,0.031406956,0.026797049,Consumer Discretionary & Consumer Staples
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,MMM,11.143917083740234,0.017899677,0.036032969,Industrials & Energy
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,MRK,5.115563869476318,0.11239173272026635,0.083230282,Healthcare
05-1986,10.75,0.655430712,4545.34,0.830676143,6.85,-14.05269762,109,0.27598896,7.2,1.408450704,MSFT,0.12152799963951112,0.085274912,0.061837889,Technology & Communication Services
